rank,name,nationality,team,points,rider_url
1,POGAČAR Tadej,SI,UAE Team Emirates - XRG,3440.0,https://www.procyclingstats.com/rider/tadej-pogacar
2,EVENEPOEL Remco,BE,Red Bull - BORA - hansgrohe,2371.0,https://www.procyclingstats.com/rider/remco-evenepoel
3,DEL TORO Isaac,MX,UAE Team Emirates - XRG,2022.0,https://www.procyclingstats.com/rider/isaac-del-toro
4,VINGEGAARD Jonas,DK,Team Visma | Lease a Bike,1871.0,https://www.procyclingstats.com/rider/jonas-vingegaard
5,SEIXAS Paul,FR,Decathlon CMA CGM Team,1857.0,https://www.procyclingstats.com/rider/paul-seixas
6,PHILIPSEN Jasper,BE,Alpecin - Premier Tech,1542.0,https://www.procyclingstats.com/rider/jasper-philipsen
7,SCHMID Mauro,CH,Team Jayco AlUla,1333.0,https://www.procyclingstats.com/rider/mauro-schmid
8,MARTINEZ Lenny,FR,Bahrain - Victorious,1327.0,https://www.procyclingstats.com/rider/lenny-martinez
9,JOHANNESSEN Tobias Halland,NO,Uno-X Mobility,1261.0,https://www.procyclingstats.com/rider/tobias-halland-johannessen
10,PIDCOCK Tom,GB,Pinarello Q36.5 Pro Cycling Team,1251.0,https://www.procyclingstats.com/rider/tom-pidcock
11,VAN DER POEL Mathieu,NL,Alpecin - Premier Tech,1230.0,https://www.procyclingstats.com/rider/mathieu-van-der-poel
12,CARAPAZ Richard,EC,EF Education - EasyPost,1178.0,https://www.procyclingstats.com/rider/richard-carapaz
13,LIPOWITZ Florian,DE,Red Bull - BORA - hansgrohe,1154.0,https://www.procyclingstats.com/rider/florian-lipowitz
14,SKJELMOSE Mattias,DK,Lidl - Trek,1107.0,https://www.procyclingstats.com/rider/mattias-skjelmose-jensen
15,SCARONI Christian,IT,XDS Astana Team,1090.0,https://www.procyclingstats.com/rider/christian-scaroni
16,GALL Felix,AT,Decathlon CMA CGM Team,1070.0,https://www.procyclingstats.com/rider/felix-gall
17,ANDRESEN Tobias Lund,DK,Decathlon CMA CGM Team,1069.0,https://www.procyclingstats.com/rider/tobias-lund-andresen
18,VAN AERT Wout,BE,Team Visma | Lease a Bike,1069.0,https://www.procyclingstats.com/rider/wout-van-aert
19,MAGNIER Paul,FR,Soudal Quick-Step,1043.0,https://www.procyclingstats.com/rider/paul-magnier
20,PITHIE Laurence,NZ,Red Bull - BORA - hansgrohe,1003.0,https://www.procyclingstats.com/rider/laurence-pithie
21,PELLIZZARI Giulio,IT,Red Bull - BORA - hansgrohe,982.0,https://www.procyclingstats.com/rider/giulio-pellizzari
22,PEDERSEN Mads,DK,Lidl - Trek,893.0,https://www.procyclingstats.com/rider/mads-pedersen
23,AYUSO Juan,ES,Lidl - Trek,855.0,https://www.procyclingstats.com/rider/juan-ayuso-pesquera
24,SILVA Guillermo Thomas,UY,XDS Astana Team,852.0,https://www.procyclingstats.com/rider/guillermo-thomas-silva-coussan
25,COSNEFROY Benoît,FR,UAE Team Emirates - XRG,843.0,https://www.procyclingstats.com/rider/benoit-cosnefroy
26,GRÉGOIRE Romain,FR,Groupama - FDJ United,826.0,https://www.procyclingstats.com/rider/romain-gregoire
27,MERLIER Tim,BE,Soudal Quick-Step,783.0,https://www.procyclingstats.com/rider/tim-merlier
28,JORGENSON Matteo,US,Team Visma | Lease a Bike,776.0,https://www.procyclingstats.com/rider/matteo-jorgenson
29,MILAN Jonathan,IT,Lidl - Trek,769.0,https://www.procyclingstats.com/rider/jonathan-milan
30,CHRISTEN Jan,CH,UAE Team Emirates - XRG,765.0,https://www.procyclingstats.com/rider/jan-christen
31,ARENSMAN Thymen,NL,Netcompany INEOS,759.0,https://www.procyclingstats.com/rider/thymen-arensman
32,IZAGIRRE Ion,ES,Cofidis,737.0,https://www.procyclingstats.com/rider/ion-izagirre
33,GROENEWEGEN Dylan,NL,Unibet Rose Rockets,700.0,https://www.procyclingstats.com/rider/dylan-groenewegen
34,CICCONE Giulio,IT,Lidl - Trek,679.0,https://www.procyclingstats.com/rider/giulio-ciccone
35,GIRMAY Biniam,ER,NSN Cycling Team,677.0,https://www.procyclingstats.com/rider/biniam-girmay
36,PIGANZOLI Davide,IT,Team Visma | Lease a Bike,676.0,https://www.procyclingstats.com/rider/davide-piganzoli
37,HINDLEY Jai,AU,Red Bull - BORA - hansgrohe,674.0,https://www.procyclingstats.com/rider/jai-hindley
38,ARANBURU Alex,ES,Cofidis,660.0,https://www.procyclingstats.com/rider/alex-aranburu
39,LAPORTE Christophe,FR,Team Visma | Lease a Bike,649.0,https://www.procyclingstats.com/rider/christophe-laporte
40,BERNAL Egan,CO,Netcompany INEOS,634.0,https://www.procyclingstats.com/rider/egan-bernal
41,RICCITELLO Matthew,US,Decathlon CMA CGM Team,634.0,https://www.procyclingstats.com/rider/matthew-riccitello
42,GODON Dorian,FR,Netcompany INEOS,620.0,https://www.procyclingstats.com/rider/dorian-godon
43,MEEUS Jordi,BE,Red Bull - BORA - hansgrohe,616.0,https://www.procyclingstats.com/rider/jordi-meeus
44,BAUDIN Alex,FR,EF Education - EasyPost,606.0,https://www.procyclingstats.com/rider/alex-baudin
45,RONDEL Mathys,FR,Tudor Pro Cycling Team,605.0,https://www.procyclingstats.com/rider/mathys-rondel
46,STUYVEN Jasper,BE,Soudal Quick-Step,602.0,https://www.procyclingstats.com/rider/jasper-stuyven
47,GEE-WEST Derek,CA,Lidl - Trek,597.0,https://www.procyclingstats.com/rider/derek-gee
48,VAUQUELIN Kévin,FR,Netcompany INEOS,590.0,https://www.procyclingstats.com/rider/kevin-vauquelin
49,KUSS Sepp,US,Team Visma | Lease a Bike,588.0,https://www.procyclingstats.com/rider/sepp-kuss
50,TESFATSION Natnael,ER,Movistar Team,581.0,https://www.procyclingstats.com/rider/natnael-tesfatsion
51,BRENNER Marco,DE,Tudor Pro Cycling Team,568.0,https://www.procyclingstats.com/rider/marco-brenner
52,MORGADO António,PT,UAE Team Emirates - XRG,567.0,https://www.procyclingstats.com/rider/antonio-morgado
53,ROMEO Iván,ES,Movistar Team,566.0,https://www.procyclingstats.com/rider/ivan-romeo
54,PLAPP Luke,AU,Team Jayco AlUla,565.0,https://www.procyclingstats.com/rider/luke-plapp
55,GANNA Filippo,IT,Netcompany INEOS,561.0,https://www.procyclingstats.com/rider/filippo-ganna
56,KUBIŠ Lukáš,SK,Unibet Rose Rockets,556.0,https://www.procyclingstats.com/rider/lukas-kubis
57,WÆRENSKJOLD Søren,NO,Uno-X Mobility,551.0,https://www.procyclingstats.com/rider/soren-waerenskjold
58,ARRIETA Igor,ES,UAE Team Emirates - XRG,544.0,https://www.procyclingstats.com/rider/igor-arrieta-lizarraga
59,KOOIJ Olav,NL,Decathlon CMA CGM Team,544.0,https://www.procyclingstats.com/rider/olav-kooij
60,FANCELLU Alessandro,IT,MBH Bank CSB Telecom Fort,540.0,https://www.procyclingstats.com/rider/alessandro-fancellu
61,KANTER Max,DE,XDS Astana Team,530.0,https://www.procyclingstats.com/rider/max-kanter
62,YATES Adam,GB,UAE Team Emirates - XRG,529.0,https://www.procyclingstats.com/rider/adam-yates
63,TEJADA Harold,CO,XDS Astana Team,524.0,https://www.procyclingstats.com/rider/harold-tejada
64,TULETT Ben,GB,Team Visma | Lease a Bike,524.0,https://www.procyclingstats.com/rider/ben-tulett
65,TIBERI Antonio,IT,Bahrain - Victorious,513.0,https://www.procyclingstats.com/rider/antonio-tiberi
66,VENTURINI Clément,FR,Unibet Rose Rockets,513.0,https://www.procyclingstats.com/rider/clement-venturini
67,BRENNAN Matthew,GB,Team Visma | Lease a Bike,511.0,https://www.procyclingstats.com/rider/matthew-brennan
68,BILBAO Pello,ES,Bahrain - Victorious,499.0,https://www.procyclingstats.com/rider/pello-bilbao
69,JEGAT Jordan,FR,TotalEnergies,497.0,https://www.procyclingstats.com/rider/jordan-jegat
70,FRETIN Milan,BE,Cofidis,490.0,https://www.procyclingstats.com/rider/milan-fretin
71,BERWICK Sebastian,AU,Caja Rural - Seguros RGA,490.0,https://www.procyclingstats.com/rider/sebastian-berwick
72,STORER Michael,AU,Tudor Pro Cycling Team,468.0,https://www.procyclingstats.com/rider/michael-storer
73,VLASOV Aleksandr,RU,Red Bull - BORA - hansgrohe,463.0,https://www.procyclingstats.com/rider/aleksandr-vlasov
74,ZANA Filippo,IT,Soudal Quick-Step,462.0,https://www.procyclingstats.com/rider/filippo-zana
75,MULUBRHAN Henok,ER,XDS Astana Team,450.0,https://www.procyclingstats.com/rider/henok-mulubrhan
76,LAPEIRA Paul,FR,Decathlon CMA CGM Team,448.0,https://www.procyclingstats.com/rider/paul-lapeira
77,STRONG Corbin,NZ,NSN Cycling Team,444.0,https://www.procyclingstats.com/rider/corbin-strong
78,LEKNESSUND Andreas,NO,Uno-X Mobility,439.0,https://www.procyclingstats.com/rider/andreas-leknessund
79,DE LIE Arnaud,BE,Lotto Intermarché,436.0,https://www.procyclingstats.com/rider/arnaud-de-lie
80,FOLDAGER Anders,DK,Team Jayco AlUla,434.0,https://www.procyclingstats.com/rider/anders-foldager
81,VOISARD Yannis,CH,Tudor Pro Cycling Team,432.0,https://www.procyclingstats.com/rider/yannis-voisard
82,VERMEERSCH Florian,BE,UAE Team Emirates - XRG,426.0,https://www.procyclingstats.com/rider/florian-vermeersch
83,EULÁLIO Afonso,PT,Bahrain - Victorious,422.0,https://www.procyclingstats.com/rider/afonso-eulalio
84,ROGLIČ Primož,SI,Red Bull - BORA - hansgrohe,420.0,https://www.procyclingstats.com/rider/primoz-roglic
85,TURGIS Anthony,FR,TotalEnergies,419.0,https://www.procyclingstats.com/rider/anthony-turgis
86,ASKEY Lewis,GB,NSN Cycling Team,416.0,https://www.procyclingstats.com/rider/lewis-askey
87,BARRENETXEA Jon,ES,Movistar Team,413.0,https://www.procyclingstats.com/rider/jon-barrenetxea-golzarri
88,HAGENES Per Strand,NO,Team Visma | Lease a Bike,411.0,https://www.procyclingstats.com/rider/per-strand-hagenes
89,FISHER-BLACK Finn,NZ,Red Bull - BORA - hansgrohe,409.0,https://www.procyclingstats.com/rider/finn-fisher-black
90,AUGUST Andrew,US,Netcompany INEOS,409.0,https://www.procyclingstats.com/rider/andrew-august
91,PARET-PEINTRE Valentin,FR,Soudal Quick-Step,407.0,https://www.procyclingstats.com/rider/valentin-paret-peintre
92,VAN EETVELT Lennert,BE,Lotto Intermarché,403.0,https://www.procyclingstats.com/rider/lennert-van-eetvelt
93,NORDHAGEN Jørgen,NO,Team Visma | Lease a Bike,400.0,https://www.procyclingstats.com/rider/jorgen-nordhagen
94,SIMMONS Quinn,US,Lidl - Trek,395.0,https://www.procyclingstats.com/rider/quinn-simmons
95,VERNON Ethan,GB,NSN Cycling Team,394.0,https://www.procyclingstats.com/rider/ethan-vernon
96,BERCKMOES Jenno,BE,Lotto Intermarché,388.0,https://www.procyclingstats.com/rider/jenno-berckmoes
97,GUERIN Alexis,FR,Anicolor / Campicarn,383.0,https://www.procyclingstats.com/rider/alexis-guerin
98,TEUNISSEN Mike,NL,XDS Astana Team,380.0,https://www.procyclingstats.com/rider/mike-teunissen
99,O'CONNOR Ben,AU,Team Jayco AlUla,374.0,https://www.procyclingstats.com/rider/ben-o-connor
100,POZZOVIVO Domenico,IT,Solution Tech NIPPO Rali,371.0,https://www.procyclingstats.com/rider/domenico-pozzovivo
101,BUITRAGO Santiago,CO,Bahrain - Victorious,366.0,https://www.procyclingstats.com/rider/santiago-buitrago-sanchez
102,GRUEL Thibaud,FR,Groupama - FDJ United,366.0,https://www.procyclingstats.com/rider/thibaud-gruel
103,MOZZATO Luca,IT,Tudor Pro Cycling Team,366.0,https://www.procyclingstats.com/rider/luca-mozzato
104,CHAMPOUSSIN Clément,FR,XDS Astana Team,365.0,https://www.procyclingstats.com/rider/clement-champoussin
105,NARVÁEZ Jhonatan,EC,UAE Team Emirates - XRG,364.0,https://www.procyclingstats.com/rider/jhonatan-narvaez
106,ONLEY Oscar,GB,Netcompany INEOS,364.0,https://www.procyclingstats.com/rider/oscar-onley
107,VENDRAME Andrea,IT,Team Jayco AlUla,361.0,https://www.procyclingstats.com/rider/andrea-vendrame
108,VINOKUROV Nicolas,KZ,XDS Astana Team,361.0,https://www.procyclingstats.com/rider/nicolas-vinokurov
109,PINARELLO Alessandro,IT,NSN Cycling Team,359.0,https://www.procyclingstats.com/rider/alessandro-pinarello
110,ISIDORE Noa,FR,Decathlon CMA CGM Team,358.0,https://www.procyclingstats.com/rider/noa-isidore
111,VACEK Mathias,CZ,Lidl - Trek,357.0,https://www.procyclingstats.com/rider/mathias-vacek
112,LEMMEN Bart,NL,Team Visma | Lease a Bike,355.0,https://www.procyclingstats.com/rider/bart-lemmen
113,SEGAERT Alec,BE,Bahrain - Victorious,352.0,https://www.procyclingstats.com/rider/alec-segaert
114,TUCKWELL Luke,AU,Red Bull - BORA - hansgrohe,349.0,https://www.procyclingstats.com/rider/luke-tuckwell
115,LAURANCE Axel,FR,Netcompany INEOS,349.0,https://www.procyclingstats.com/rider/axel-laurance
116,SHEEHAN Riley,US,NSN Cycling Team,345.0,https://www.procyclingstats.com/rider/riley-sheehan
117,RENARD Alexis,FR,Cofidis,344.0,https://www.procyclingstats.com/rider/alexis-renard
118,VALGREN Michael,DK,EF Education - EasyPost,344.0,https://www.procyclingstats.com/rider/michael-valgren-andersen
119,MARTÍNEZ Daniel Felipe,CO,Red Bull - BORA - hansgrohe,342.0,https://www.procyclingstats.com/rider/daniel-felipe-martinez
120,DE SCHUYTENEER Steffen,BE,Lotto Intermarché,341.0,https://www.procyclingstats.com/rider/steffen-de-schuyteneer
121,BISIAUX Léo,FR,Decathlon CMA CGM Team,341.0,https://www.procyclingstats.com/rider/leo-bisiaux
122,RUIZ Ibon,ES,Equipo Kern Pharma,340.0,https://www.procyclingstats.com/rider/ibon-ruiz
123,UIJTDEBROEKS Cian,BE,Movistar Team,339.0,https://www.procyclingstats.com/rider/cian-uijtdebroeks
124,VINE Jay,AU,UAE Team Emirates - XRG,336.0,https://www.procyclingstats.com/rider/jay-vine
125,BARRÉ Louis,FR,Team Visma | Lease a Bike,332.0,https://www.procyclingstats.com/rider/louis-barre
126,FAGÚNDEZ Eric Antonio,UY,Burgos Burpellet BH,330.0,https://www.procyclingstats.com/rider/eric-antonio-fagundez
127,MCNULTY Brandon,US,UAE Team Emirates - XRG,330.0,https://www.procyclingstats.com/rider/brandon-mcnulty
128,BELOKI Markel,ES,EF Education - EasyPost,329.0,https://www.procyclingstats.com/rider/markel-beloki
129,ZIMMERMANN Georg,DE,Lotto Intermarché,327.0,https://www.procyclingstats.com/rider/georg-zimmermann
130,HIGUITA Sergio,CO,XDS Astana Team,323.0,https://www.procyclingstats.com/rider/sergio-higuita
131,ULISSI Diego,IT,XDS Astana Team,322.0,https://www.procyclingstats.com/rider/diego-ulissi
132,CRESCIOLI Ludovico,IT,Team Polti VisitMalta,322.0,https://www.procyclingstats.com/rider/ludovico-crescioli
133,BITTNER Pavel,CZ,Team Picnic PostNL,322.0,https://www.procyclingstats.com/rider/pavel-bittner
134,KRON Andreas,DK,Uno-X Mobility,321.0,https://www.procyclingstats.com/rider/andreas-kron
135,HERMANS Quinten,BE,Pinarello Q36.5 Pro Cycling Team,321.0,https://www.procyclingstats.com/rider/quinten-hermans
136,ANIOŁKOWSKI Stanisław,PL,Cofidis,319.0,https://www.procyclingstats.com/rider/stanislaw-aniolkowski
137,COQUARD Bryan,FR,Cofidis,317.0,https://www.procyclingstats.com/rider/bryan-coquard
138,BERASATEGI Xabier,ES,Euskaltel - Euskadi,316.0,https://www.procyclingstats.com/rider/xabier-berasategi-garmendia
139,PENHOËT Paul,FR,Groupama - FDJ United,316.0,https://www.procyclingstats.com/rider/paul-penhoet
140,MARIAULT Axel,FR,CIC Pro Cycling Academy,315.0,https://www.procyclingstats.com/rider/axel-mariault
141,RAJOVIĆ Dušan,RS,Solution Tech NIPPO Rali,315.0,https://www.procyclingstats.com/rider/dusan-rajovic
142,FEDOROV Yevgeniy,KZ,XDS Astana Team,315.0,https://www.procyclingstats.com/rider/yevgeniy-fedorov
143,STEINHAUSER Georg,DE,EF Education - EasyPost,313.0,https://www.procyclingstats.com/rider/georg-steinhauser
144,VERMAERKE Kevin,US,UAE Team Emirates - XRG,311.0,https://www.procyclingstats.com/rider/kevin-vermaerke
145,RODRÍGUEZ Cristián,ES,XDS Astana Team,305.0,https://www.procyclingstats.com/rider/cristian-rodriguez
146,CASTELLON Jan,ES,Caja Rural - Seguros RGA,302.0,https://www.procyclingstats.com/rider/jan-castellon
147,TRENTIN Matteo,IT,Tudor Pro Cycling Team,301.0,https://www.procyclingstats.com/rider/matteo-trentin
148,GILMORE Brady,AU,NSN Cycling Team,300.0,https://www.procyclingstats.com/rider/brady-gilmore
149,GARCÍA PIERNA Raúl,ES,Movistar Team,300.0,https://www.procyclingstats.com/rider/raul-garcia-pierna
150,CARUSO Damiano,IT,Bahrain - Victorious,298.0,https://www.procyclingstats.com/rider/damiano-caruso
151,ABRAHAMSEN Jonas,NO,Uno-X Mobility,297.0,https://www.procyclingstats.com/rider/jonas-abrahamsen
152,DELETTRE Alexandre,FR,TotalEnergies,296.0,https://www.procyclingstats.com/rider/alexandre-delettre
153,PLUIMERS Rick,NL,Tudor Pro Cycling Team,295.0,https://www.procyclingstats.com/rider/rick-pluimers
154,SÖDERQVIST Jakob,SE,Lidl - Trek,295.0,https://www.procyclingstats.com/rider/jakob-soderqvist
155,VAN DIJKE Tim,NL,Red Bull - BORA - hansgrohe,295.0,https://www.procyclingstats.com/rider/tim-van-dijke
156,PERICAS Adrià,ES,UAE Team Emirates - XRG,294.0,https://www.procyclingstats.com/rider/adria-pericas-capdevila
157,GROßSCHARTNER Felix,AT,UAE Team Emirates - XRG,292.0,https://www.procyclingstats.com/rider/felix-grossschartner
158,OLIVER Ben,NZ,Modern Adventure Pro Cycling,292.0,https://www.procyclingstats.com/rider/ben-oliver
159,CANAL Carlos,ES,Movistar Team,291.0,https://www.procyclingstats.com/rider/carlos-canal
160,HARPER Chris,AU,Pinarello Q36.5 Pro Cycling Team,289.0,https://www.procyclingstats.com/rider/chris-harper
161,GRISEL Matys,FR,Lotto Intermarché,289.0,https://www.procyclingstats.com/rider/matys-grisel
162,VERMEERSCH Gianni,BE,Red Bull - BORA - hansgrohe,287.0,https://www.procyclingstats.com/rider/gianni-vermeersch
163,DE GENDT Aimé,BE,Pinarello Q36.5 Pro Cycling Team,286.0,https://www.procyclingstats.com/rider/aime-de-gendt
164,MAS Enric,ES,Movistar Team,284.0,https://www.procyclingstats.com/rider/enric-mas
165,FOSS Tobias,NO,Netcompany INEOS,283.0,https://www.procyclingstats.com/rider/tobias-foss
166,ARTZ Huub,NL,Lotto Intermarché,282.0,https://www.procyclingstats.com/rider/huub-artz
167,RODRÍGUEZ Carlos,ES,Netcompany INEOS,282.0,https://www.procyclingstats.com/rider/carlos-rodriguez-cano
168,BREUILLARD Nicolas,FR,TotalEnergies,281.0,https://www.procyclingstats.com/rider/nicolas-breuillard
169,VERSTRYNGE Emiel,BE,Alpecin - Premier Tech,281.0,https://www.procyclingstats.com/rider/emiel-verstrynge
170,JEANNIÈRE Emilien,FR,TotalEnergies,278.0,https://www.procyclingstats.com/rider/emilien-jeanniere
171,QUINTANA Nairo,CO,Movistar Team,277.0,https://www.procyclingstats.com/rider/nairo-quintana
172,SOSA Iván Ramiro,CO,Equipo Kern Pharma,277.0,https://www.procyclingstats.com/rider/ivan-ramiro-sosa
173,MARTIN Guillaume,FR,Groupama - FDJ United,276.0,https://www.procyclingstats.com/rider/guillaume-martin
174,COSTIOU Ewen,FR,Groupama - FDJ United,275.0,https://www.procyclingstats.com/rider/ewen-costiou
175,VAN GILS Maxim,BE,Red Bull - BORA - hansgrohe,273.0,https://www.procyclingstats.com/rider/maxim-van-gils
176,L'HOTE Antoine,FR,Decathlon CMA CGM Team,272.0,https://www.procyclingstats.com/rider/antoine-l-hote
177,HOBBS Noah,GB,EF Education - EasyPost,272.0,https://www.procyclingstats.com/rider/noah-hobbs
178,GAUTHERAT Pierre,FR,Decathlon CMA CGM Team,271.0,https://www.procyclingstats.com/rider/pierre-gautherat
179,LONARDI Giovanni,IT,Team Polti VisitMalta,271.0,https://www.procyclingstats.com/rider/giovanni-lonardi
180,DEL GROSSO Tibor,NL,Alpecin - Premier Tech,269.0,https://www.procyclingstats.com/rider/tibor-del-grosso
181,POLITT Nils,DE,UAE Team Emirates - XRG,268.0,https://www.procyclingstats.com/rider/nils-politt
182,VANSEVENANT Mauri,BE,Soudal Quick-Step,268.0,https://www.procyclingstats.com/rider/mauri-vansevenant
183,WELSFORD Sam,AU,Netcompany INEOS,267.0,https://www.procyclingstats.com/rider/sam-welsford
184,OMRZEL Jakob,SI,Bahrain - Victorious,264.0,https://www.procyclingstats.com/rider/jakob-omrzel
185,COBO Iván,ES,Equipo Kern Pharma,263.0,https://www.procyclingstats.com/rider/ivan-cobo-cayon
186,MÜHLBERGER Gregor,AT,Decathlon CMA CGM Team,263.0,https://www.procyclingstats.com/rider/gregor-muhlberger
187,BRAZ AFONSO Clément,FR,Groupama - FDJ United,263.0,https://www.procyclingstats.com/rider/clement-braz-afonso
188,LOOCKX Lander,BE,Unibet Rose Rockets,263.0,https://www.procyclingstats.com/rider/lander-loockx
189,LAMPERTI Luke,US,EF Education - EasyPost,260.0,https://www.procyclingstats.com/rider/luke-lamperti
190,DONOVAN Mark,GB,Pinarello Q36.5 Pro Cycling Team,258.0,https://www.procyclingstats.com/rider/mark-donovan
191,TILLER Rasmus,NO,Uno-X Mobility,258.0,https://www.procyclingstats.com/rider/rasmus-tiller
192,MOSCHETTI Matteo,IT,Pinarello Q36.5 Pro Cycling Team,257.0,https://www.procyclingstats.com/rider/matteo-moschetti
193,BIESTERBOS Frits,NL,Team Picnic PostNL,254.0,https://www.procyclingstats.com/rider/frits-biesterbos
194,VAN WILDER Ilan,BE,Soudal Quick-Step,254.0,https://www.procyclingstats.com/rider/ilan-van-wilder
195,CEPEDA Jefferson Alveiro,EC,Movistar Team,253.0,https://www.procyclingstats.com/rider/jefferson-cepeda-hernandez
196,FINN Lorenzo Mark,IT,Red Bull - BORA - hansgrohe Rookies,251.0,https://www.procyclingstats.com/rider/lorenzo-finn
197,HEIDUK Kim,DE,Netcompany INEOS,251.0,https://www.procyclingstats.com/rider/kim-heiduk
198,POELS Wout,NL,Unibet Rose Rockets,250.0,https://www.procyclingstats.com/rider/wout-poels
199,SOBRERO Matteo,IT,Lidl - Trek,249.0,https://www.procyclingstats.com/rider/matteo-sobrero
200,CASTRILLO Pablo,ES,Movistar Team,249.0,https://www.procyclingstats.com/rider/pablo-castrillo-zapater
201,ZAMBANINI Edoardo,IT,Bahrain - Victorious,249.0,https://www.procyclingstats.com/rider/edoardo-zambanini
202,BOGUSŁAWSKI Marceli,PL,ATT Investments,249.0,https://www.procyclingstats.com/rider/marceli-boguslawski
203,WALSCHEID Max,DE,Lidl - Trek,246.0,https://www.procyclingstats.com/rider/max-walscheid
204,HUENS Axel,FR,Groupama - FDJ United,245.0,https://www.procyclingstats.com/rider/axel-huens
205,ALMEIDA João,PT,UAE Team Emirates - XRG,242.0,https://www.procyclingstats.com/rider/joao-almeida
206,SHEFFIELD Magnus,US,Netcompany INEOS,241.0,https://www.procyclingstats.com/rider/magnus-sheffield
207,CHARMIG Anthon,DK,Uno-X Mobility,240.0,https://www.procyclingstats.com/rider/anthon-charmig
208,MOHORIČ Matej,SI,Bahrain - Victorious,240.0,https://www.procyclingstats.com/rider/matej-mohoric
209,DEWULF Stan,BE,Decathlon CMA CGM Team,240.0,https://www.procyclingstats.com/rider/stan-dewulf
210,FORTUNATO Lorenzo,IT,XDS Astana Team,239.0,https://www.procyclingstats.com/rider/lorenzo-fortunato
211,PESENTI Thomas,IT,Team Polti VisitMalta,238.0,https://www.procyclingstats.com/rider/thomas-pesenti
212,AULAR Orluis,VE,Movistar Team,238.0,https://www.procyclingstats.com/rider/orluis-aular
213,SHMIDT Artem,US,Netcompany INEOS,238.0,https://www.procyclingstats.com/rider/artem-shmidt
214,KULSET Johannes,NO,Uno-X Mobility,234.0,https://www.procyclingstats.com/rider/johannes-kulset
